,regulated_dam,height,length,volume,surface,drainage,inspection_frequency,distance_to_nearest_city,hazard,probability_of_failure,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment,region_Flumevale,region_Lyndrassia,region_Navaldia,primary_purpose_Debris Control,"primary_purpose_Fire Protection, Stock, Or Small Fish Pond",primary_purpose_Fish and Wildlife Pond,primary_purpose_Flood Risk Reduction,primary_purpose_Grade Stabilization,primary_purpose_Hydroelectric,primary_purpose_Irrigation,primary_purpose_Navigation,primary_purpose_No Rocord,primary_purpose_Other,primary_purpose_Recreation,primary_purpose_Tailings,primary_purpose_Water Supply,primary_type_Arch,primary_type_Buttress,primary_type_Concrete,primary_type_Earth,primary_type_Gravity,primary_type_Masonry,primary_type_Multi-Arch,primary_type_Other,primary_type_Rockfill,primary_type_Roller-Compacted Concrete,primary_type_Stone,primary_type_Timber Crib,spillway_Controlled,spillway_No Rocord,spillway_Uncontrolled,assessment_Fair,assessment_Not Available,assessment_Not Rated,assessment_Poor,assessment_Satisfactory,assessment_Unsatisfactory
19129,0.6666666666666666,0.6842003186169693,0.5503062923630829,0.7469012786952224,0.43166532480679665,0.08151562070794777,0.25,0.028195164075993092,0.6666666666666666,0.1018,0.18545454545454546,0.0,0.18545454545454546,0.04245283018867925,0.06159420289855072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4800,0.6666666666666666,0.5309220125445402,0.39806947938553466,0.5555413902410116,0.2830700335326898,0.25236447705546705,0.1,0.043782383419689125,0.6666666666666666,0.0707,0.3490909090909091,0.16666666666666666,0.07272727272727272,0.03773584905660377,0.0036231884057971015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
9666,0.3333333333333333,0.5878516903717458,0.39366899677646283,0.41269132057899577,0.14558993887006705,0.2807820102389348,0.16666666666666666,0.2854490500863558,0.3333333333333333,0.0682,0.2181818181818182,0.0,0.2181818181818182,0.03773584905660377,0.0036231884057971015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13427,0.3333333333333333,0.4693822498617462,0.5020702536245903,0.5555413902410116,0.260001889615184,0.0,0.0,0.043782383419689125,0.3333333333333333,0.1091,0.21454545454545457,0.0,0.21454545454545457,0.0660377358490566,0.007246376811594202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18408,0.6666666666666666,0.5869952484080314,0.45565157195661754,0.6425564188564865,0.3479563142209839,0.051430630485489875,0.16666666666666666,0.007167530224525043,0.6666666666666666,0.0804,0.1890909090909091,0.16666666666666666,0.13454545454545455,0.04716981132075472,0.06159420289855072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15495,0.3333333333333333,0.45861698034689385,0.49719544559445805,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1293,0.19272727272727275,0.0,0.19272727272727275,0.1981132075471698,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16315,0.3333333333333333,0.5540055931003061,0.47677841072202587,0.6173535785089237,0.3876907050664668,0.2184735902730629,0.16666666666666666,0.007037996545768566,0.3333333333333333,0.115,0.18181818181818182,0.0,0.18181818181818182,0.03773584905660377,0.06159420289855072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
960,0.6666666666666666,0.39857182517812884,0.32866077637706914,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.6666666666666666,0.1027,0.15636363636363637,0.16666666666666666,0.09454545454545454,0.06132075471698113,0.0036231884057971015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
16266,1.0,0.521537300762366,0.4237090212284842,0.5555413902410116,0.342392712831892,0.16303124141589553,0.25,0.043782383419689125,1.0,0.1419,0.2545454545454546,0.0,0.2545454545454546,0.0660377358490566,0.2572463768115942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14501,0.6666666666666666,0.6215194788918459,0.44288563681172743,0.5555413902410116,0.2974539799181193,0.17084885634751928,0.5,0.043782383419689125,0.6666666666666666,0.1151,0.4290909090909091,0.0,0.4290909090909091,0.04716981132075472,0.43115942028985504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15470,0.3333333333333333,0.31355138017659057,0.6865328197355985,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0687,0.2545454545454546,0.0,0.2545454545454546,0.36792452830188677,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8702,0.3333333333333333,0.5047053325123136,0.4469640000794239,0.5555413902410116,0.24480434382464097,0.369267251327968,0.0,0.0,0.3333333333333333,0.0663,0.21454545454545457,0.0,0.20727272727272728,0.18867924528301885,0.036231884057971016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8746,0.3333333333333333,0.3859957098827183,0.4776101575411606,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.102,0.19272727272727275,0.0,0.19272727272727275,0.22169811320754715,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9107,0.6666666666666666,0.45584088889583624,0.26906539772709603,0.5555413902410116,0.2911798777401341,0.25236447705546705,0.5,0.043782383419689125,0.6666666666666666,0.0897,0.3781818181818182,0.0,0.3781818181818182,0.05188679245283019,0.3804347826086956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13003,0.6666666666666666,0.45530816738915403,0.4469640000794239,0.5555413902410116,0.3013446453061503,0.5644210615628571,0.0,0.006951640759930916,0.6666666666666666,0.1499,0.21454545454545457,0.0,0.21454545454545457,0.24056603773584903,0.2173913043478261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8393,0.3333333333333333,0.5136501726986036,0.3723382920278196,0.5555413902410116,0.2830700335326898,0.5013557043485302,0.0,0.043782383419689125,0.3333333333333333,0.1111,0.15272727272727274,0.0,0.15272727272727274,0.23584905660377356,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10610,0.3333333333333333,0.48613548840298504,0.4469640000794239,0.5555413902410116,0.27248175432596566,0.5197532462244914,0.0,0.11623488773747842,0.3333333333333333,0.0923,0.24727272727272726,0.0,0.24727272727272726,0.3584905660377358,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
605,0.3333333333333333,0.49329265960210567,0.42880754435036716,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1274,0.15636363636363637,0.0,0.15636363636363637,0.24056603773584903,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20526,0.6666666666666666,0.869504972655765,0.4889442724668643,0.8117003456722526,0.5949079598362386,0.47659667436239045,0.5,0.08337651122625216,0.6666666666666666,0.1552,0.2,0.0,0.2,0.05188679245283019,0.2028985507246377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3097,0.3333333333333333,0.5044839379031578,0.4302783717226968,0.5555413902410116,0.2830700335326898,0.39200693066771675,0.0,0.043782383419689125,0.3333333333333333,0.129,0.16,0.0,0.16,0.2452830188679245,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19772,0.6666666666666666,0.5900090743913728,0.44656500234980545,0.5555413902410116,0.5124463550385887,0.2840802739256779,0.5,0.043782383419689125,0.6666666666666666,0.0925,0.23272727272727273,0.16666666666666666,0.05454545454545455,0.04716981132075472,0.2355072463768116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6873,0.3333333333333333,0.5674152840751951,0.35863892823881593,0.49388286280713894,0.2830700335326898,0.23883645172405887,0.0833333333333333,0.11273747841105354,0.3333333333333333,0.0943,0.26181818181818184,0.0,0.26181818181818184,0.3773584905660377,0.2644927536231884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8728,0.3333333333333333,0.4424778650793857,0.4469640000794239,0.5555413902410116,0.2779758629441543,0.4050942325914836,0.0,0.0,0.3333333333333333,0.0897,0.26181818181818184,0.0,0.26181818181818184,0.3773584905660377,0.2644927536231884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
951,0.3333333333333333,0.5156784511565516,0.43771348012823263,0.5068345247816429,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0987,0.15272727272727274,0.0,0.15272727272727274,0.23584905660377356,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4894,0.3333333333333333,0.4650418578793364,0.4924817480917746,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1061,0.2290909090909091,0.0,0.2290909090909091,0.33490566037735847,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13895,0.3333333333333333,0.45829541225366327,0.527445221104796,0.5555413902410116,0.32973286354657516,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0902,0.18545454545454546,0.0,0.18545454545454546,0.2783018867924528,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19150,0.6666666666666666,0.653972989098929,0.5174476330724085,0.5555413902410116,0.4609305561128891,0.8167806213768265,0.5,0.23000863557858378,0.6666666666666666,0.0886,0.39272727272727276,0.0,0.39272727272727276,0.04245283018867925,0.0036231884057971015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5201,0.3333333333333333,0.4316500638207857,0.4872407810251959,0.5555413902410116,0.2164161255842161,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0837,0.24727272727272726,0.0,0.24727272727272726,0.3584905660377358,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7937,0.6666666666666666,0.4114154577756592,0.4469640000794239,0.5555413902410116,0.28895702561653464,0.4695247814419548,0.0,0.007037996545768566,0.6666666666666666,0.1218,0.3018181818181818,0.0,0.3018181818181818,0.4292452830188679,0.3043478260869565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6963,0.3333333333333333,0.37154596607885393,0.5567565818902652,0.6049201477494855,0.27248175432596566,0.23883645172405887,0.0833333333333333,0.0,0.3333333333333333,0.0441,0.20727272727272728,0.0,0.20727272727272728,0.16981132075471697,0.2101449275362319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10478,0.3333333333333333,0.4575086790022456,0.4477563270130629,0.5555413902410116,0.2779758629441543,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1075,0.20727272727272728,0.0,0.20727272727272728,0.30660377358490565,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12420,0.6666666666666666,0.49367423099322394,0.4469640000794239,0.5555413902410116,0.29333432344799665,0.47790996024896565,0.0,0.07029360967184801,0.6666666666666666,0.1114,0.22181818181818183,0.0,0.22181818181818183,0.32547169811320753,0.22463768115942032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16253,0.3333333333333333,0.5491447810146626,0.37520451107297326,0.567201938338975,0.34548206519914165,0.2057225219419595,0.0833333333333333,0.16960276338514682,0.3333333333333333,0.0489,0.16363636363636364,0.0,0.16363636363636364,0.05660377358490566,0.014492753623188406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7640,0.3333333333333333,0.3411079263336706,0.26906539772709603,0.5555413902410116,0.26333651797662594,0.23883645172405887,1.0,0.043782383419689125,0.3333333333333333,0.0832,0.3054545454545455,0.0,0.3054545454545455,0.04245283018867925,0.025362318840579712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11228,0.6666666666666666,0.5002746806082277,0.4469640000794239,0.5555413902410116,0.27389622588691726,0.4693921652930659,0.0,0.03341968911917099,0.6666666666666666,0.1353,0.2109090909090909,0.0,0.2109090909090909,0.2452830188679245,0.213768115942029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9615,0.6666666666666666,0.45378148310075656,0.4469640000794239,0.5555413902410116,0.2818308160330499,0.6083693190047332,0.0,0.02042314335060449,0.6666666666666666,0.1391,0.21454545454545457,0.0,0.20727272727272728,0.18867924528301885,0.036231884057971016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5200,0.3333333333333333,0.4045705721422582,0.3913787202052809,0.5555413902410116,0.260001889615184,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0746,0.19636363636363638,0.0,0.19636363636363638,0.29245283018867924,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15182,0.3333333333333333,0.5895249078844121,0.43546024759295265,0.5773590175450729,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1168,0.24000000000000002,0.0,0.24000000000000002,0.3490566037735849,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18730,0.6666666666666666,0.6841870052933963,0.427812415149353,0.673701419241351,0.40601744657977745,0.2009338465699772,0.5,0.026899827288428328,0.6666666666666666,0.1038,0.23272727272727273,0.0,0.23272727272727273,0.03773584905660377,0.0036231884057971015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14189,0.3333333333333333,0.3228981789497284,0.3890239203845467,0.4173571012373504,0.3579105133247109,0.08151562070794777,0.0,0.4703367875647669,0.3333333333333333,0.1136,0.37454545454545457,0.0,0.37454545454545457,0.07547169811320754,0.37681159420289856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1135,0.6666666666666666,0.6374105240652607,0.3608982513322716,0.5527933656039091,0.22536624626356155,0.23883645172405887,0.25,0.013255613126079447,0.6666666666666666,0.0807,0.1272727272727273,0.16666666666666666,0.13090909090909092,0.05188679245283019,0.06159420289855072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12428,0.3333333333333333,0.5638044777485387,0.47677841072202587,0.5555413902410116,0.2854845473170051,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0857,0.17454545454545456,0.0,0.17454545454545456,0.24056603773584903,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10079,0.3333333333333333,0.4544022900596493,0.46828035956191816,0.5555413902410116,0.2878185621434016,0.23883645172405887,0.0,0.11420552677029361,0.3333333333333333,0.0842,0.2181818181818182,0.0,0.2181818181818182,0.32075471698113206,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8261,0.3333333333333333,0.4928143212645828,0.4247539081544808,0.5555413902410116,0.2680583491757894,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1077,0.20727272727272728,0.0,0.20727272727272728,0.30660377358490565,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7744,0.6666666666666666,0.5603483975773178,0.41883833102714874,0.5555413902410116,0.23575771870419024,0.0,0.5,0.043782383419689125,0.6666666666666666,0.0816,0.19272727272727275,0.0,0.19272727272727275,0.05188679245283019,0.1956521739130435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13075,0.3333333333333333,0.5757484213083612,0.4821731770328108,0.5887240904731885,0.2818308160330499,0.23883645172405887,0.0833333333333333,0.07594991364421416,0.3333333333333333,0.0859,0.26181818181818184,0.0,0.26181818181818184,0.0660377358490566,0.2644927536231884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
20795,0.6666666666666666,0.9623450397617631,0.5893187942466289,0.8551368874660729,0.8242491618706538,0.729429435180567,0.5,0.061139896373056994,0.6666666666666666,0.1487,0.28363636363636363,0.0,0.28363636363636363,0.05188679245283019,0.286231884057971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6823,1.0,0.5169611634762773,0.40878362658280576,0.5555413902410116,0.2468944680204582,0.0,0.25,0.043782383419689125,1.0,0.1526,0.21454545454545457,0.16666666666666666,0.02181818181818182,0.06132075471698113,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16164,0.3333333333333333,0.5251308047515966,0.43990756581924334,0.5762937565977311,0.3779467525159457,0.10286126097097975,1.0,0.043782383419689125,0.3333333333333333,0.061,0.28,0.0,0.28,0.04245283018867925,0.025362318840579712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
